class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,0.5150569677352905,0.3951864242553711,-0.7274754643440247,0.9999974966049194,0.5218051671981812,0.3755461871623993,-0.7066007852554321,0.9999931454658508,0.5264800190925598,0.3750835359096527,-0.7065690159797668,0.9999919533729553,0.5313721895217896,0.3746962249279022,-0.7066744565963745,0.9999926090240479,0.5060329437255859,0.37686029076576233,-0.7048680186271667,0.9999912977218628,0.5004406571388245,0.37752780318260193,-0.7049468159675598,0.9999904036521912,0.4955020844936371,0.37836354970932007,-0.7048987150192261,0.9999909400939941,0.5418556928634644,0.38184258341789246,-0.5662053227424622,0.999981701374054,0.48864617943763733,0.38775911927223206,-0.5589203238487244,0.9999764561653137,0.5242458581924438,0.4148939251899719,-0.6734446287155151,0.9999968409538269,0.5063647031784058,0.4161432385444641,-0.6711441278457642,0.9999958872795105,0.5843213796615601,0.487250417470932,-0.4415043890476227,0.9999622106552124,0.45114296674728394,0.5035907626152039,-0.42975205183029175,0.9998788833618164,0.5972458720207214,0.6267446875572205,-0.451937198638916,0.9859188795089722,0.4496169090270996,0.6516048908233643,-0.43747058510780334,0.9823005199432373,0.6068128347396851,0.7630722522735596,-0.5220409631729126,0.943193793296814,0.44405072927474976,0.7883170247077942,-0.5202982425689697,0.9359166622161865,0.6135327816009521,0.8005720376968384,-0.5638912916183472,0.8695932626724243,0.44082027673721313,0.8282102942466736,-0.5659297108650208,0.8609288334846497,0.6039912104606628,0.8038212656974792,-0.587670624256134,0.8770748376846313,0.45202571153640747,0.827894926071167,-0.5975810289382935,0.8720041513442993,0.5993598699569702,0.7943200469017029,-0.5338295698165894,0.8764537572860718,0.45613712072372437,0.8158248066902161,-0.5365428924560547,0.8753848671913147,0.5558763742446899,0.5881167650222778,-0.003145893570035696,0.9999487996101379,0.4874492585659027,0.5977995991706848,0.0032629123888909817,0.9999323487281799,0.5621702671051025,0.7052590250968933,-0.43392032384872437,0.9667634963989258,0.47558751702308655,0.7125495076179504,-0.3955208659172058,0.9632396101951599,0.5702131390571594,0.873528778553009,-0.16957640647888184,0.9777033925056458,0.4817185401916504,0.8729310631752014,-0.14672167599201202,0.9821701049804688,0.5641920566558838,0.8953845500946045,-0.1525682508945465,0.8698362112045288,0.4930194020271301,0.8977802991867065,-0.13146544992923737,0.8497878313064575,0.5870966911315918,0.9456130266189575,-0.3368050456047058,0.973084568977356,0.4670594334602356,0.9391096234321594,-0.3205529749393463,0.9718490839004517
up,0.523699164390564,0.17707227170467377,-0.6459903120994568,0.9999985098838806,0.5306118726730347,0.1629345715045929,-0.6236799955368042,0.999995231628418,0.5356978178024292,0.16311173141002655,-0.6236549019813538,0.9999943971633911,0.5399633646011353,0.16354304552078247,-0.6237138509750366,0.9999945759773254,0.5170276165008545,0.1634673923254013,-0.6240284442901611,0.9999940395355225,0.5120252370834351,0.16400335729122162,-0.624160885810852,0.9999939799308777,0.5068501234054565,0.16475909948349,-0.6242101788520813,0.9999945163726807,0.5481270551681519,0.17292939126491547,-0.46371760964393616,0.9999876022338867,0.49968165159225464,0.17587320506572723,-0.46767520904541016,0.9999857544898987,0.5317948460578918,0.19697338342666626,-0.5843213796615601,0.9999982714653015,0.514656662940979,0.19608043134212494,-0.5858073234558105,0.9999980926513672,0.5886983871459961,0.29158735275268555,-0.32912686467170715,0.9999747276306152,0.4604666829109192,0.3007258176803589,-0.33409884572029114,0.9999241232872009,0.6054986715316772,0.4344692528247833,-0.26464176177978516,0.9856969714164734,0.44811874628067017,0.4479120671749115,-0.28746023774147034,0.9835458397865295,0.6078166961669922,0.5638499855995178,-0.37902310490608215,0.9295729994773865,0.4454422891139984,0.5803177356719971,-0.4003886580467224,0.9310814142227173,0.6102808117866516,0.6032617092132568,-0.4210194945335388,0.8616219162940979,0.4458111822605133,0.6210496425628662,-0.44364747405052185,0.8644736409187317,0.6018262505531311,0.6018076539039612,-0.465228796005249,0.8688274025917053,0.45540985465049744,0.6188439726829529,-0.4829060435295105,0.8716127872467041,0.5981274247169495,0.5871525406837463,-0.3982733488082886,0.854860246181488,0.45872339606285095,0.6048737168312073,-0.41711458563804626,0.8580634593963623,0.5618153810501099,0.5187314748764038,-0.0037501510232686996,0.9999610781669617,0.49090901017189026,0.5232311487197876,0.0034491929691284895,0.999932587146759,0.5709642171859741,0.7006532549858093,-0.07361017167568207,0.9791997671127319,0.4804847240447998,0.7076326012611389,-0.026659706607460976,0.9757584929466248,0.573119044303894,0.8704063296318054,0.2126520872116089,0.9866713881492615,0.4828454554080963,0.878628671169281,0.2322297841310501,0.9897010922431946,0.5633367300033569,0.889948844909668,0.23065082728862762,0.9028574228286743,0.4925905168056488,0.894454836845398,0.2481115311384201,0.8888664245605469,0.587239146232605,0.9529741406440735,0.05089779943227768,0.9810934662818909,0.4634482264518738,0.9532338976860046,0.06699458509683609,0.9818379878997803
up,0.5341070294380188,0.14413294196128845,-0.32953450083732605,0.9999958872795105,0.5406093597412109,0.12997107207775116,-0.3064900040626526,0.9999839067459106,0.5454515814781189,0.13034874200820923,-0.3065112233161926,0.9999825358390808,0.5492050647735596,0.13099028170108795,-0.3064906597137451,0.9999807476997375,0.5280395746231079,0.12943001091480255,-0.3073250353336334,0.9999833703041077,0.5225831270217896,0.12961159646511078,-0.30729568004608154,0.9999834299087524,0.5174487829208374,0.12990351021289825,-0.30730482935905457,0.9999837279319763,0.5559806227684021,0.1409836709499359,-0.16779759526252747,0.9999629259109497,0.5084657073020935,0.1400986611843109,-0.17642998695373535,0.9999726414680481,0.5399488210678101,0.16371075809001923,-0.27728530764579773,0.9999942779541016,0.5245665311813354,0.16408437490463257,-0.27892035245895386,0.999994695186615,0.5924673080444336,0.24252812564373016,-0.08175446838140488,0.9999833703041077,0.4709286093711853,0.24788273870944977,-0.08612270653247833,0.9999642372131348,0.6115395426750183,0.3815700113773346,-0.01634972356259823,0.9906907081604004,0.45115798711776733,0.39498472213745117,-0.05113539099693298,0.9898437261581421,0.612886369228363,0.5046324133872986,-0.15085339546203613,0.9836610555648804,0.44845566153526306,0.5208700895309448,-0.1821098029613495,0.9790008664131165,0.6145960092544556,0.5459601879119873,-0.19398987293243408,0.9670361280441284,0.4491558074951172,0.5564469695091248,-0.22627229988574982,0.9576997756958008,0.6028530597686768,0.5431760549545288,-0.23948240280151367,0.9685974717140198,0.45953279733657837,0.5509188175201416,-0.26749828457832336,0.9595801830291748,0.5994958877563477,0.5335689783096313,-0.17116837203502655,0.9630853533744812,0.4624443054199219,0.5409015417098999,-0.2005792111158371,0.9536148309707642,0.5704888105392456,0.5126117467880249,-0.007359260227531195,0.9998413920402527,0.49349159002304077,0.5151822566986084,0.00737201701849699,0.999843955039978,0.569279670715332,0.7193676829338074,-0.02665839157998562,0.9919706583023071,0.48522382974624634,0.7178110480308533,0.0018072515958920121,0.9899327754974365,0.5748232007026672,0.8827160596847534,0.19460298120975494,0.9866108298301697,0.4801228642463684,0.8863417506217957,0.1993473470211029,0.9877163171768188,0.5661884546279907,0.90107262134552,0.205073744058609,0.853355348110199,0.48880887031555176,0.9023866057395935,0.20924238860607147,0.8645375967025757,0.5886895060539246,0.9539753794670105,0.04605352133512497,0.9748237133026123,0.4604365825653076,0.9533758759498596,0.050092995166778564,0.9776368737220764
up,0.5340829491615295,0.14433665573596954,-0.3320363163948059,0.9999958276748657,0.5405153036117554,0.13017353415489197,-0.3091053366661072,0.9999837279319763,0.5453732013702393,0.1305539757013321,-0.309133380651474,0.9999823570251465,0.5492008924484253,0.1312033087015152,-0.3091171979904175,0.9999805688858032,0.5278733968734741,0.12962588667869568,-0.30980461835861206,0.9999831318855286,0.5224613547325134,0.12979690730571747,-0.30978497862815857,0.9999831318855286,0.5172962546348572,0.13006103038787842,-0.3098007142543793,0.9999834299087524,0.5559885501861572,0.1411806046962738,-0.16795934736728668,0.9999627470970154,0.5084190368652344,0.1401621550321579,-0.17285649478435516,0.9999723434448242,0.5399482250213623,0.16390036046504974,-0.2785681188106537,0.9999942183494568,0.5245382189750671,0.1642598807811737,-0.2798195779323578,0.9999946355819702,0.5927897691726685,0.24256585538387299,-0.08139470964670181,0.9999839067459106,0.47124844789505005,0.2478683441877365,-0.07894180715084076,0.9999651908874512,0.612015426158905,0.3819011151790619,-0.01924031786620617,0.9907702803611755,0.4511962831020355,0.395075261592865,-0.03887557610869408,0.9899097084999084,0.6130818128585815,0.5052539110183716,-0.15380170941352844,0.9846901297569275,0.44857874512672424,0.5215713977813721,-0.17163915932178497,0.979899525642395,0.614686906337738,0.5465177297592163,-0.19598904252052307,0.9690739512443542,0.4491512179374695,0.5574119091033936,-0.21565791964530945,0.9594517350196838,0.6029258966445923,0.5437228083610535,-0.2440302073955536,0.970522940158844,0.4596119821071625,0.551861584186554,-0.258456289768219,0.9612441658973694,0.599563717842102,0.5340396165847778,-0.17297476530075073,0.9651612043380737,0.4625794291496277,0.5417782664299011,-0.1908005177974701,0.9554051160812378,0.570997416973114,0.5130945444107056,-0.007302034646272659,0.9998435378074646,0.4935096204280853,0.5152295231819153,0.007311093620955944,0.9998455047607422,0.569846510887146,0.721680760383606,-0.03636610507965088,0.9922741651535034,0.48518648743629456,0.7194710969924927,0.00038369937101379037,0.9902703762054443,0.575025737285614,0.885156512260437,0.20829899609088898,0.9867048859596252,0.4801771640777588,0.886656641960144,0.21742942929267883,0.9878073930740356,0.5662630200386047,0.9027359485626221,0.22281929850578308,0.8528196811676025,0.4888894557952881,0.9023911356925964,0.2303197681903839,0.8647165894508362,0.5887058973312378,0.9555637240409851,0.06107337400317192,0.97488933801651,0.4604167938232422,0.9536025524139404,0.06881000846624374,0.977803647518158
up,0.5342152714729309,0.14472810924053192,-0.29472655057907104,0.9999957084655762,0.540562629699707,0.13044694066047668,-0.27020537853240967,0.9999833703041077,0.5454699993133545,0.1308210790157318,-0.27024778723716736,0.9999819397926331,0.5493891835212708,0.13148850202560425,-0.27024999260902405,0.9999802112579346,0.5278185606002808,0.1299079805612564,-0.27154552936553955,0.9999826550483704,0.5224624276161194,0.13009248673915863,-0.27152299880981445,0.9999825358390808,0.5172586441040039,0.13036419451236725,-0.27152401208877563,0.9999829530715942,0.5561825037002563,0.14144402742385864,-0.12763167917728424,0.999962329864502,0.5085732936859131,0.14044690132141113,-0.1341463029384613,0.999971866607666,0.5401318669319153,0.16425980627536774,-0.24110209941864014,0.9999940395355225,0.524558424949646,0.16457799077033997,-0.24300701916217804,0.9999943971633911,0.5931782722473145,0.2427540123462677,-0.04823574423789978,0.9999845623970032,0.47152838110923767,0.24809043109416962,-0.04621440917253494,0.999966561794281,0.612648069858551,0.38223740458488464,0.0008597940322943032,0.9906961917877197,0.4514695703983307,0.3954043984413147,-0.01259608380496502,0.9899299740791321,0.6132909655570984,0.5059170126914978,-0.14942999184131622,0.9862549304962158,0.44863277673721313,0.5223109126091003,-0.1517428159713745,0.9813270568847656,0.6150319576263428,0.5471068620681763,-0.19618764519691467,0.9722103476524353,0.44912734627723694,0.5583487153053284,-0.1978422850370407,0.9622549414634705,0.6032395362854004,0.5442952513694763,-0.24156615138053894,0.9734835624694824,0.4595959782600403,0.5528481006622314,-0.23949861526489258,0.9639070630073547,0.5998486280441284,0.5345560908317566,-0.1700253188610077,0.968286395072937,0.4626324772834778,0.5427255630493164,-0.17072126269340515,0.9582374095916748,0.5715247988700867,0.5150307416915894,-0.0074259378015995026,0.9998447895050049,0.4936296343803406,0.5167948007583618,0.007437455002218485,0.9998466372489929,0.5702268481254578,0.7253294587135315,-0.045177873224020004,0.9927581548690796,0.4851534366607666,0.7235453724861145,-0.005115062929689884,0.9907633662223816,0.5760045647621155,0.8904622793197632,0.1991034746170044,0.9867138862609863,0.48016491532325745,0.8891069889068604,0.20946398377418518,0.9877911806106567,0.5672191977500916,0.907872200012207,0.21272289752960205,0.8489367365837097,0.48892220854759216,0.9049597978591919,0.22117047011852264,0.8634238243103027,0.5888310074806213,0.9585568904876709,0.04810149967670441,0.9745728969573975,0.45943698287010193,0.9547150135040283,0.05696488544344902,0.9776996374130249
up,0.5342279672622681,0.14519110321998596,-0.31059908866882324,0.9999956488609314,0.5405212640762329,0.1305873841047287,-0.2856196463108063,0.999983012676239,0.5454333424568176,0.13096675276756287,-0.28565913438796997,0.9999816417694092,0.549392580986023,0.13164740800857544,-0.2856636345386505,0.9999798536300659,0.5277531147003174,0.13007338345050812,-0.28707343339920044,0.9999822974205017,0.5224193930625916,0.13028697669506073,-0.2870591878890991,0.9999821782112122,0.5171957015991211,0.13066692650318146,-0.28706473112106323,0.9999825954437256,0.5561763644218445,0.1414838582277298,-0.13464197516441345,0.999961793422699,0.5085729360580444,0.14080403745174408,-0.14531460404396057,0.9999712705612183,0.5401595234870911,0.1645594984292984,-0.2561415135860443,0.9999939203262329,0.5245553255081177,0.1647811084985733,-0.2582879662513733,0.9999942779541016,0.5932198762893677,0.242903932929039,-0.04927689582109451,0.999984860420227,0.47167882323265076,0.24830690026283264,-0.05810660868883133,0.9999670386314392,0.612847626209259,0.3820052444934845,-0.0033039781264960766,0.990848958492279,0.451674222946167,0.39525413513183594,-0.02559373341500759,0.989960789680481,0.6138615608215332,0.5056310296058655,-0.1534053087234497,0.987002968788147,0.4486304223537445,0.5218878984451294,-0.16059444844722748,0.9820059537887573,0.6151517033576965,0.5466542840003967,-0.1995929628610611,0.9736931324005127,0.4490629732608795,0.5578757524490356,-0.20534396171569824,0.9636289477348328,0.6033585071563721,0.5437201261520386,-0.2448868304491043,0.9748870134353638,0.45944270491600037,0.5526586771011353,-0.24727995693683624,0.9652120471000671,0.6000872850418091,0.533961832523346,-0.17397601902484894,0.9698241949081421,0.4625627398490906,0.5425563454627991,-0.17946387827396393,0.959683358669281,0.5715218782424927,0.515075147151947,-0.007875577546656132,0.9998409748077393,0.4936612546443939,0.5168446898460388,0.007879896089434624,0.999843180179596,0.5702507495880127,0.7233301401138306,-0.040722090750932693,0.9929473996162415,0.4851974844932556,0.7229066491127014,-0.002016967860981822,0.9909141063690186,0.5761252641677856,0.8889802098274231,0.19477218389511108,0.9867486357688904,0.4803749620914459,0.8890804648399353,0.20454208552837372,0.9877307415008545,0.5675791501998901,0.9066764712333679,0.2069033831357956,0.8471736907958984,0.4890895485877991,0.9048808217048645,0.2151239812374115,0.8636602163314819,0.588932454586029,0.9585075974464417,0.045875973999500275,0.9744462966918945,0.45953434705734253,0.9544814825057983,0.05580885335803032,0.9775948524475098
up,0.5342090129852295,0.14530053734779358,-0.3042844831943512,0.9999957084655762,0.5405048727989197,0.13067243993282318,-0.2807755172252655,0.9999831318855286,0.5453935265541077,0.13104553520679474,-0.2808103859424591,0.9999817609786987,0.5493820905685425,0.13172632455825806,-0.28080251812934875,0.9999799728393555,0.527707576751709,0.1301625818014145,-0.28178292512893677,0.9999823570251465,0.5224116444587708,0.13038067519664764,-0.2817477881908417,0.9999822378158569,0.517166256904602,0.13076180219650269,-0.2817474603652954,0.9999826550483704,0.5561675429344177,0.1415582299232483,-0.13935333490371704,0.9999621510505676,0.5085611939430237,0.14087636768817902,-0.14530768990516663,0.9999715089797974,0.5401483774185181,0.16463257372379303,-0.25142234563827515,0.9999939799308777,0.5245355367660522,0.16484545171260834,-0.2529160976409912,0.9999943375587463,0.5932128429412842,0.24298043549060822,-0.05695318058133125,0.9999852776527405,0.4716874957084656,0.24846810102462769,-0.05824638530611992,0.9999676942825317,0.6131215691566467,0.38216644525527954,-0.003479465376585722,0.9909496307373047,0.4518370032310486,0.3952484428882599,-0.0237314123660326,0.9900034070014954,0.6146935224533081,0.5054731369018555,-0.1486477553844452,0.9876847863197327,0.4486122727394104,0.5209271907806396,-0.15675753355026245,0.9826101660728455,0.616127610206604,0.5466449856758118,-0.19440874457359314,0.9750468134880066,0.44887614250183105,0.5571358799934387,-0.20133312046527863,0.9648461937904358,0.6041225790977478,0.5438235402107239,-0.23908284306526184,0.9761686325073242,0.45940762758255005,0.5518327355384827,-0.2436050921678543,0.9663732051849365,0.6006788015365601,0.5340442657470703,-0.16899558901786804,0.9712326526641846,0.46256017684936523,0.5418058633804321,-0.17585843801498413,0.9609564542770386,0.5715567469596863,0.5160771012306213,-0.007863016799092293,0.9998423457145691,0.49376267194747925,0.5183376669883728,0.007864117622375488,0.999843418598175,0.570603609085083,0.7234728336334229,-0.04086519032716751,0.9931862950325012,0.48535770177841187,0.7228744626045227,-0.0023679337464272976,0.9911640882492065,0.5761321783065796,0.8885915875434875,0.19645756483078003,0.9868658185005188,0.4812432825565338,0.8889837861061096,0.20468735694885254,0.9877766370773315,0.5676195025444031,0.9063687920570374,0.2090623676776886,0.8471981287002563,0.4901241362094879,0.9047984480857849,0.21539707481861115,0.8642454743385315,0.5891691446304321,0.9583786725997925,0.047869231551885605,0.9744680523872375,0.4600749611854553,0.954835057258606,0.05761118605732918,0.977631688117981
up,0.5341061353683472,0.14541131258010864,-0.33250588178634644,0.999995768070221,0.5402848720550537,0.13074196875095367,-0.3095155358314514,0.9999832510948181,0.5450615286827087,0.13111500442028046,-0.30953729152679443,0.9999818801879883,0.5492627620697021,0.13179978728294373,-0.30951017141342163,0.9999801516532898,0.5275305509567261,0.1302339881658554,-0.31018102169036865,0.9999825358390808,0.5223333835601807,0.13045711815357208,-0.31016045808792114,0.9999824166297913,0.516997218132019,0.13083955645561218,-0.31016814708709717,0.9999828338623047,0.5560207366943359,0.1416291743516922,-0.16572511196136475,0.9999624490737915,0.5085466504096985,0.14099784195423126,-0.16903290152549744,0.9999717473983765,0.540053129196167,0.16475440561771393,-0.2780674695968628,0.9999939799308777,0.5243495106697083,0.16494819521903992,-0.27906864881515503,0.9999943375587463,0.5932286977767944,0.2429807037115097,-0.07650066912174225,0.9999854564666748,0.47170573472976685,0.24859097599983215,-0.07091517001390457,0.999968409538269,0.6132827401161194,0.38230040669441223,-0.018920596688985825,0.9911057353019714,0.451893150806427,0.3952333629131317,-0.027061540633440018,0.9900801181793213,0.614683985710144,0.5056019425392151,-0.16434204578399658,0.9882917404174805,0.44860368967056274,0.5210243463516235,-0.16293683648109436,0.9831868410110474,0.6162621378898621,0.546762228012085,-0.21024422347545624,0.9762008190155029,0.44871026277542114,0.5573446154594421,-0.20722365379333496,0.965910792350769,0.6042214632034302,0.5439275503158569,-0.2559681832790375,0.9772558808326721,0.45912259817123413,0.5520265698432922,-0.25278720259666443,0.967392086982727,0.6007347106933594,0.5341352820396423,-0.18503423035144806,0.972388744354248,0.46239519119262695,0.5419876575469971,-0.18324224650859833,0.9620653986930847,0.5716885328292847,0.5154479742050171,-0.008196426555514336,0.9998374581336975,0.49379029870033264,0.5179831981658936,0.008189059793949127,0.9998405575752258,0.5705875754356384,0.7217534184455872,-0.03794250637292862,0.9933711886405945,0.485154926776886,0.7227180004119873,-0.0012016037944704294,0.991378903388977,0.576175332069397,0.8873571157455444,0.19734515249729156,0.9869699478149414,0.4814702570438385,0.8889568448066711,0.20519152283668518,0.9878458380699158,0.5676555037498474,0.904735803604126,0.20979395508766174,0.8453168272972107,0.4907926023006439,0.9047988057136536,0.21602313220500946,0.8647431135177612,0.5891588926315308,0.9577151536941528,0.04522976651787758,0.9745431542396545,0.45983847975730896,0.9548308849334717,0.05505940318107605,0.9777776598930359
up,0.5340832471847534,0.1454814374446869,-0.34123504161834717,0.9999958276748657,0.5402377247810364,0.13078252971172333,-0.31896528601646423,0.9999834895133972,0.544998288154602,0.13116125762462616,-0.31898149847984314,0.9999821186065674,0.5492515563964844,0.13185547292232513,-0.31894439458847046,0.9999803900718689,0.5274893641471863,0.13026222586631775,-0.3198663890361786,0.9999828338623047,0.522320568561554,0.13049989938735962,-0.3198522627353668,0.9999827146530151,0.516964852809906,0.13088321685791016,-0.31985780596733093,0.9999831318855286,0.5559759736061096,0.14167271554470062,-0.1779002994298935,0.9999628663063049,0.508536696434021,0.14108708500862122,-0.18288366496562958,0.9999722838401794,0.5400272607803345,0.16487020254135132,-0.28758472204208374,0.9999939799308777,0.524280846118927,0.165054589509964,-0.2889847159385681,0.9999943971633911,0.5932291746139526,0.2430412471294403,-0.08614857494831085,0.9999855756759644,0.4716971516609192,0.24868525564670563,-0.08706523478031158,0.9999691843986511,0.6135510802268982,0.38238242268562317,-0.022394228726625443,0.9912577271461487,0.4520837366580963,0.39519840478897095,-0.04527755826711655,0.9901750683784485,0.6155916452407837,0.5054113268852234,-0.16431763768196106,0.9888638854026794,0.4485333561897278,0.5211284160614014,-0.17909115552902222,0.9837193489074707,0.6173005104064941,0.5465378165245056,-0.2097529172897339,0.9772891402244568,0.44851845502853394,0.5574861168861389,-0.22241131961345673,0.9669308066368103,0.6050010919570923,0.5437372326850891,-0.2555277943611145,0.9782894849777222,0.459041029214859,0.5521857142448425,-0.2666703462600708,0.9683590531349182,0.6014811992645264,0.5340351462364197,-0.18499989807605743,0.973546028137207,0.46233081817626953,0.542129397392273,-0.19873198866844177,0.9631582498550415,0.5717621445655823,0.5151278972625732,-0.008172748610377312,0.9998348951339722,0.4938625693321228,0.5178243517875671,0.008164084516465664,0.9998399615287781,0.5705434679985046,0.7212046384811401,-0.029372617602348328,0.9934529662132263,0.48517507314682007,0.7221552729606628,0.0027410483453422785,0.99149090051651,0.5761772990226746,0.8872479200363159,0.19793859124183655,0.9869350790977478,0.48181629180908203,0.8885685801506042,0.20533926784992218,0.9878508448600769,0.567631185054779,0.9045189023017883,0.21050842106342316,0.8454146981239319,0.49133729934692383,0.9046984910964966,0.21595604717731476,0.8657801151275635,0.5891650319099426,0.9575237035751343,0.04554811492562294,0.9744197726249695,0.4599030017852783,0.9548256397247314,0.05545669049024582,0.977773904800415
down,0.5175508260726929,0.35933762788772583,-0.7362014055252075,0.999997079372406,0.5253756642341614,0.3430566191673279,-0.714330792427063,0.9999906420707703,0.530596911907196,0.34323206543922424,-0.7143017053604126,0.9999889731407166,0.5354480743408203,0.3435300290584564,-0.7144177556037903,0.99998939037323,0.5085834264755249,0.34339332580566406,-0.7108618021011353,0.9999895095825195,0.5032657980918884,0.34399715065956116,-0.7109959721565247,0.9999890327453613,0.49858444929122925,0.3445596694946289,-0.7109925746917725,0.9999902844429016,0.5448358654975891,0.3502335250377655,-0.5669294595718384,0.9999751448631287,0.4930647909641266,0.3530043065547943,-0.5508989095687866,0.9999763369560242,0.5287500619888306,0.37926676869392395,-0.679259181022644,0.9999963045120239,0.5080519318580627,0.38006356358528137,-0.6747643351554871,0.9999961256980896,0.5877649784088135,0.45786067843437195,-0.429708331823349,0.9999512434005737,0.45275384187698364,0.47516223788261414,-0.42726391553878784,0.9999399185180664,0.6064321398735046,0.5820649266242981,-0.43036776781082153,0.977346658706665,0.44393396377563477,0.6160537004470825,-0.4411374032497406,0.9863647222518921,0.614208459854126,0.7291036248207092,-0.5039447546005249,0.874737024307251,0.43517082929611206,0.7596262097358704,-0.5244191288948059,0.938559889793396,0.6223636865615845,0.7660495638847351,-0.542901873588562,0.7851905226707458,0.4319576621055603,0.798045814037323,-0.5688894391059875,0.8726596236228943,0.615686297416687,0.7685534954071045,-0.5701757669448853,0.7935884594917297,0.4420102536678314,0.8008057475090027,-0.6006437540054321,0.8802765607833862,0.6091583371162415,0.7549542188644409,-0.5170894861221313,0.79175865650177,0.4452555775642395,0.7856235504150391,-0.540274977684021,0.8749316930770874,0.5606822371482849,0.5935336947441101,-0.0007015292649157345,0.9999307990074158,0.4889076352119446,0.6012448668479919,0.0007335101836360991,0.999916672706604,0.5698140859603882,0.7031660079956055,-0.45573657751083374,0.9811365008354187,0.48216843605041504,0.7100740075111389,-0.40380796790122986,0.9813112020492554,0.5732830166816711,0.8741881251335144,-0.15557660162448883,0.9858309626579285,0.48247846961021423,0.8782349824905396,-0.11657042801380157,0.9893518686294556,0.564884603023529,0.8978390097618103,-0.1357826292514801,0.9035574793815613,0.4949103891849518,0.9019579291343689,-0.09801481664180756,0.8935378789901733,0.5881026983261108,0.948988676071167,-0.3273916244506836,0.9798657298088074,0.46423888206481934,0.9513779282569885,-0.29462888836860657,0.981328547000885
